node,mean_infected_time
0,291.6333
1,260.8
101,213.7333
103,607.9
120,265.9667
146,502.4333
148,389.6333
166,979.4333
17,1386.9667
177,717.6667
178,297.7333
18,618.8
215,1060.6667
218,837.5
221,763.6
222,1060.5333
223,349.9
226,1470.7667
238,458.7333
248,90.5667
250,337.1
266,239.4
268,549.0333
283,1482.0333
297,273.8333
309,726.7
313,79.0
316,690.6667
368,684.9333
377,942.4333
380,530.4667
459,725.8
498,527.1
5,1403.8
560,362.6667
581,461.5667
6,869.7
64,1443.1
65,642.8667
73,511.4333
734,292.9667
74,1070.6667
88,755.0667
106,1051.0667
121,1965.9
127,534.3667
128,1298.4667
142,1526.9333
147,925.1
155,1165.6667
187,798.9
189,792.3667
199,463.7
21,1709.4
224,132.4333
225,496.6333
232,762.1667
254,956.9333
255,1008.6667
280,1198.8333
284,375.5
310,522.3667
317,533.8333
351,1161.5667
450,591.8667
495,1040.6667
52,127.2667
537,457.4
548,812.1667
549,671.5333
568,358.7
616,126.2667
641,339.5
726,277.2333
82,1870.8
84,1302.1333
85,551.9
979,25.2
10,419.8667
105,1317.0667
11,491.0
13,1599.5667
133,1216.5333
134,542.4
143,556.9333
160,2538.8667
173,905.6
20,880.6333
25,290.8
256,1847.5333
260,63.6333
271,816.8
282,1570.8
300,932.5667
306,825.9667
324,150.5667
325,432.0667
326,756.9333
327,410.4667
329,1252.7333
339,902.2667
340,1403.8
36,911.3333
366,1179.2333
400,464.3
405,1190.1333
409,988.7667
434,1792.0333
44,1172.4667
508,602.5333
509,878.3
535,75.2
564,579.2
638,488.7667
69,738.6667
728,69.2
777,220.8333
86,1615.6
89,551.0333
96,940.6667
971,626.9333
100,495.6667
102,155.1
107,1347.6667
117,237.5
124,326.0
125,267.1
185,213.4333
262,345.3
301,1227.6
323,396.2
353,764.7667
354,278.9333
371,1108.3333
404,1151.4
424,1274.8
429,381.0333
494,1119.5
51,536.8333
592,234.6667
618,81.0667
62,1474.2667
640,150.7333
662,276.8
687,93.4667
708,354.6
768,91.7667
820,1430.3333
92,250.6333
935,129.0667
937,21.2333
97,242.6333
98,186.3333
99,301.2667
1000,153.8333
14,857.5
206,385.3333
292,735.7
918,414.0667
1001,292.0333
193,294.7
194,571.8333
2,827.6333
3,1041.2
4,933.6
803,135.1333
826,312.0333
832,142.2
990,283.3667
1002,4.3667
1003,4.0333
258,780.6
1004,5.5667
55,437.9667
131,701.8
211,1203.3667
233,906.6
419,890.8
83,1574.0667
192,34.8333
411,996.5667
412,800.3667
516,141.7667
517,121.9333
743,6.0
812,438.4333
104,237.0667
122,38.2667
123,572.1667
150,385.1
157,541.1
162,1024.5
179,379.5667
181,360.2
182,292.3
201,668.6667
295,508.8667
296,657.5667
320,643.7
321,289.6667
342,789.9333
352,488.2333
376,459.2667
378,317.8333
379,602.4667
385,147.5667
389,134.2
390,374.7
392,286.6
393,935.9667
394,243.6
395,803.9333
397,149.3
526,852.7
53,718.8667
546,742.6667
582,295.0667
60,587.0333
61,452.1
741,31.4
288,438.1667
387,276.2333
388,300.0333
114,1321.7
115,1241.3
129,1445.2
145,883.4667
152,1214.4333
153,1264.5333
154,1383.6333
158,685.6
159,424.5333
16,1430.3333
161,391.4
163,803.0333
165,971.5
169,1487.7333
170,1443.7667
180,1138.4667
183,1651.3
184,1042.4667
190,494.2
203,420.7333
210,1541.9
212,1366.4333
236,1113.0667
242,296.7667
243,799.8
249,1443.6
252,1761.4333
269,1272.1
28,1432.1
281,912.2667
285,715.9
303,1056.3333
314,755.0667
333,1406.8
346,329.3333
347,356.5667
355,925.6
357,781.9667
358,37.7667
360,663.6333
362,894.5667
363,958.3
367,1752.3333
375,939.0333
384,175.8
41,1107.1333
42,968.4
420,1840.5667
422,818.1
427,929.2
431,645.9
441,482.4
453,630.0667
473,1726.9667
474,953.0667
478,182.9
48,501.4333
489,757.7333
492,830.6
493,935.9
506,361.8667
518,970.1
533,1718.0667
543,610.5
544,502.8333
550,439.9333
569,215.6333
58,1189.4
589,703.4
601,312.4333
607,571.5667
612,874.7667
654,494.7333
667,680.7333
747,685.8
748,711.6333
77,382.8333
771,110.1667
80,640.6667
81,1154.9
856,795.1333
859,888.7
87,1378.4333
914,279.4667
113,1171.1
132,572.3667
188,585.2
230,558.6
253,396.3
259,218.5333
278,491.5333
279,282.2333
287,214.5667
290,1012.8667
298,148.2667
311,594.2333
356,618.2667
365,871.2333
372,587.4
373,303.2667
454,241.4
46,850.4
462,316.5
467,1013.4667
480,597.3
486,977.8667
490,600.5
519,110.2333
531,619.7667
551,186.2333
614,38.4667
615,931.8333
642,607.5667
671,543.7667
68,1309.3333
690,223.7333
695,329.7333
717,119.0333
72,122.7
756,231.5333
828,697.5
885,124.1
90,542.2
932,1731.2667
137,593.3
139,180.0
141,822.5
164,403.6333
172,1493.2667
174,807.1333
19,668.2
207,534.8
209,1008.1333
214,337.6
216,120.1
23,924.1667
237,461.3
31,764.7
318,733.6333
319,341.8667
338,891.0
343,331.9
35,480.4
361,343.1333
401,616.3
410,402.9667
417,1043.4667
418,669.8333
428,197.4667
430,746.1667
438,982.2667
448,398.7
45,167.3667
