node,mean_size
0,445.508
1,471.182
101,364.282
103,464.708
120,283.182
146,365.874
148,272.908
166,536.342
17,530.964
177,474.65
178,394.964
18,498.91
215,525.562
218,501.212
221,509.636
222,511.734
223,482.88
226,514.916
238,430.862
248,339.442
250,410.238
266,366.242
268,429.136
283,536.38
297,279.114
309,449.028
313,258.78
316,437.204
368,467.978
377,534.262
380,432.946
459,516.096
498,510.658
5,536.412
560,480.824
581,394.146
6,535.316
64,537.41
65,520.626
73,377.776
734,244.184
74,528.926
88,388.412
106,537.41
121,537.41
127,378.8
128,536.344
142,534.28
147,485.97
155,517.166
187,500.132
189,495.528
199,472.278
21,536.346
224,241.374
225,389.736
232,520.228
254,525.694
255,505.2
280,533.168
284,459.738
310,399.156
317,332.266
351,504.176
450,517.036
495,526.724
52,302.488
537,446.772
548,428.928
549,508.646
568,388.1
616,109.028
641,277.11
726,312.618
82,537.41
84,535.26
85,417.786
979,98.898
10,478.96
105,535.264
11,504.502
13,537.41
133,530.996
134,304.914
143,480.596
160,537.41
173,523.376
20,510.744
25,412.392
256,536.29
260,310.53
271,513.736
282,534.166
300,519.224
306,464.388
324,294.266
325,370.276
326,457.384
327,360.866
329,526.864
339,495.72
340,533.178
36,463.73
366,533.156
400,423.228
405,536.386
409,521.282
434,537.41
44,528.908
508,416.932
509,458.494
535,150.698
564,407.66
638,332.882
69,493.338
728,258.25
777,273.668
86,537.41
89,505.538
96,530.018
971,512.098
100,395.768
102,292.272
107,537.41
117,288.748
124,418.082
125,329.792
185,256.06
262,318.792
301,536.304
323,378.414
353,406.186
354,192.646
371,523.574
404,523.502
424,535.3
429,378.208
494,532.084
51,512.73
592,335.044
618,189.458
62,537.41
640,233.412
662,293.948
687,130.12
708,262.75
768,207.218
820,537.41
92,399.712
935,92.602
937,129.182
97,274.536
98,288.17
99,357.75
1000,118.53
14,521.462
206,491.882
292,431.564
918,368.306
1001,181.644
193,360.746
194,452.028
2,521.392
3,518.024
4,515.048
803,273.074
826,332.846
832,346.224
990,288.122
1002,26.74
1003,28.744
258,481.816
1004,14.046
55,431.55
131,486.196
211,537.41
