node,mean_infected_time
0,673.5
1,1041.38
101,420.36
103,786.19
120,491.47
146,658.26
148,493.31
166,2031.48
17,2284.19
177,959.16
178,532.85
18,1067.4
215,1573.58
218,1289.6
221,1180.62
222,1220.64
223,1179.73
226,1709.62
238,889.26
248,529.6
250,798.9
266,250.25
268,930.5
283,2056.93
297,278.9
309,795.89
313,241.93
316,900.88
368,948.02
377,1682.71
380,774.53
459,1553.83
498,1229.73
5,2337.72
560,1140.96
581,764.92
6,1737.08
64,2363.65
65,1414.38
73,708.03
734,332.64
74,1383.89
88,1121.1
106,2937.83
121,2853.2
127,995.82
128,2498.35
142,2565.51
147,1140.07
155,1638.57
187,1492.84
189,1310.42
199,1125.15
21,2008.4
224,379.62
225,801.18
232,1323.56
254,1760.58
255,2075.45
280,2151.51
284,1015.42
310,995.19
317,365.93
351,1282.94
450,1653.7
495,1903.51
52,439.44
537,982.64
548,993.76
549,1397.28
568,746.06
616,31.27
641,736.72
726,642.84
82,2819.68
84,2176.13
85,649.25
979,137.92
10,933.19
105,2724.22
11,1113.56
13,2547.63
133,1756.11
134,491.36
143,1079.13
160,3079.97
173,1858.14
20,1492.4
25,833.28
256,2577.12
260,640.09
271,1590.25
282,2177.8
300,1738.42
306,1021.57
324,410.43
325,715.97
326,956.81
327,696.86
329,2149.79
339,914.71
340,2130.78
36,1607.87
366,2002.85
400,807.2
405,2379.55
409,1261.04
434,2837.16
44,1876.73
508,700.61
509,1247.42
535,67.39
564,802.44
638,371.88
69,1204.75
728,320.02
777,390.7
86,2799.46
89,1167.29
96,1782.81
971,1252.19
100,462.61
102,487.12
107,2921.08
117,575.87
124,588.16
125,632.69
185,251.44
262,380.34
301,1927.31
323,542.82
353,956.91
354,60.97
371,1698.82
404,1580.29
424,2154.37
429,650.73
494,1893.24
51,1571.71
592,421.34
618,228.18
62,2802.29
640,359.2
662,350.29
687,133.29
708,388.2
768,235.57
820,2383.28
92,828.23
935,107.98
937,153.15
97,483.8
98,536.48
99,594.39
1000,132.25
14,1584.11
206,1099.57
292,993.35
918,510.53
1001,348.12
193,498.64
194,649.52
2,2208.79
3,1271.76
4,2047.94
803,309.02
826,538.27
832,445.68
990,588.24
1002,28.77
1003,6.4
258,1034.16
1004,5.42
55,1309.89
131,1534.62
211,2477.96
233,1438.65
419,1928.94
83,2412.04
192,398.97
411,1578.82
412,1313.57
516,406.34
517,342.22
743,6.45
812,1277.2
104,568.37
122,376.07
123,777.87
150,716.03
157,1169.55
162,1313.75
179,1112.39
181,839.66
182,356.59
201,1285.98
295,1211.85
296,1703.64
320,833.85
321,799.6
342,1209.26
352,509.21
376,970.39
378,413.19
379,701.51
385,424.42
389,616.97
390,730.97
392,477.38
393,1717.17
394,420.17
395,690.56
397,595.59
526,1299.43
53,904.37
546,1961.33
582,500.69
60,752.01
61,868.77
741,90.67
288,766.36
387,935.02
388,795.22
114,2446.97
115,2453.22
129,2548.16
145,1294.26
152,1562.99
153,1705.49
154,1388.98
158,761.67
159,537.52
16,1368.47
161,827.05
163,1539.9
165,1885.77
169,2104.44
170,1779.12
180,1525.46
183,2271.38
184,1860.94
190,846.47
203,982.21
210,2184.34
212,2113.7
236,1278.87
242,1110.2
243,1442.85
249,2901.73
252,2288.2
269,1770.99
28,1995.45
281,1221.87
285,1656.92
303,2262.61
314,1178.62
333,2138.41
346,814.36
347,364.14
355,1694.32
357,1828.42
358,604.53
360,454.93
362,1749.12
363,1620.52
367,2028.25
375,1411.36
384,500.82
41,1643.87
42,1979.51
420,2244.0
422,1412.11
427,1368.2
431,651.69
441,1050.92
453,672.07
473,2192.11
474,1431.94
478,781.9
48,1142.84
489,1160.68
492,1272.91
493,1944.17
506,1144.2
518,1732.72
533,2410.73
543,948.1
