node,mean_infected_time
1,6.1
2,92.7
10,6.4667
11,5.6333
4,5.3
100,6.8
152,6.0333
98,7.0333
1000,76.6667
219,879.3667
503,968.1
1001,278.9667
1015,6.3
1017,71.7667
1018,5.1667
296,923.4333
362,256.6
65,1910.7
66,826.8
720,181.5333
731,152.9333
808,382.2333
1002,79.8333
221,1286.0333
508,743.0667
64,664.8
1003,4.2667
652,227.2
1004,4.5667
1005,5.6
414,50.8
1006,5.8333
343,1071.0
461,595.2333
1007,63.0
464,729.0667
1008,4.5333
1009,8.8333
101,4.4
102,5.7667
103,4.6667
86,7.3
87,4.7333
1010,4.7667
365,234.0333
1011,5.2333
468,285.2667
527,298.3
528,854.5
536,499.7
581,286.6667
1012,4.3667
1013,41.4667
1014,150.2333
415,77.5
1016,5.6667
1019,73.3333
1024,32.8667
410,412.7333
210,5.3667
99,8.7333
1020,3.9333
1031,5.3
1021,63.8
1029,8.6667
943,73.9333
1022,3.9667
1023,5.0667
1030,5.2333
1032,4.0333
1025,4.8
1033,7.6
1026,51.8667
1034,10.3
1035,5.3667
374,861.8333
397,313.1667
1027,76.1333
767,226.5
803,332.8
1028,446.9
1037,4.8
1038,291.6667
1040,500.3333
1048,48.1667
1049,46.9333
1462,5.5333
223,2084.3
233,1321.3667
2743,40.1333
2744,4.1667
297,1991.6667
308,1108.4667
364,1410.7
376,853.4333
377,602.0
378,945.0667
446,458.6667
486,1067.5667
593,738.1333
595,971.0667
766,56.2333
982,17.8
2858,5.9667
2859,4.1667
142,5.5333
85,5.9667
2772,9.5333
1036,150.3667
1510,6.5667
2742,6.0
307,733.2333
1043,137.5667
594,607.2667
1039,205.1
375,388.5667
440,249.3667
447,83.0667
570,139.9667
629,505.2333
104,5.8333
105,8.3
106,4.1667
107,6.9333
1047,26.3667
1050,5.3333
1190,134.3667
1421,5.4
1426,350.0
1427,47.5667
1428,266.4667
1429,147.7
1431,257.6667
1433,156.4
1442,57.2
1455,103.0333
1464,111.5667
1496,6.6
1498,13.5667
1502,99.8
1505,4.7667
1506,97.1667
1507,7.9
1508,121.6
309,306.1333
322,746.6333
323,897.0667
487,581.3
491,1004.0667
571,352.4667
592,455.3333
596,662.3333
597,453.4333
602,723.9
610,694.7333
612,648.7667
614,364.9667
636,893.7667
736,28.9
1041,5.8
1042,6.1
1434,54.9
1435,98.5333
1436,98.5333
1044,133.7
1045,28.3667
1046,7.6
143,8.0333
144,4.4333
145,6.4667
146,4.8667
147,6.7667
148,3.6667
97,6.4333
1051,11.2333
1052,6.8667
1053,4.6
1054,4.9667
1079,5.4333
1080,6.9667
1083,5.2667
1084,38.1667
804,51.1333
1055,6.2333
1056,4.8667
1057,31.5
1058,7.1
1059,6.7
1060,5.3667
1061,6.5667
1062,5.1333
1063,4.7
1064,5.0333
572,216.6
1065,76.1667
1066,5.4667
1067,6.4
1068,48.0667
1069,44.4333
113,300.0
126,735.0333
91,631.3333
1070,106.9667
1071,5.7333
1072,5.5
467,77.7333
1073,7.7333
1074,6.1333
1075,5.8667
1076,221.6667
1077,4.4
1082,5.6
926,345.6667
1078,6.6333
108,23.9
109,3.9333
110,5.2333
51,1001.1
76,49.5
1081,6.8333
2774,3.8333
1085,5.5
1086,386.8333
243,697.4
292,1222.9
331,1270.2333
379,1261.0333
481,867.7667
506,619.8333
604,527.6667
625,306.1667
663,677.4
1087,60.8667
220,1398.8667
366,1523.4667
380,1029.1
529,816.1667
1088,37.5
1089,74.8667
1215,303.6667
1216,72.3
1224,39.0333
134,1139.0
135,980.5
138,909.3333
176,672.6333
227,797.1667
237,1174.4
239,1119.8333
267,1121.7333
301,660.8667
302,266.1333
411,942.9667
67,1083.0667
807,381.3
1090,177.7
173,339.5
228,199.3
231,154.1667
591,302.4333
83,806.7333
1091,232.7333
1096,53.9333
1686,78.5333
1687,166.3
1689,29.8667
1698,4.6
1702,5.5333
313,557.7333
598,286.2
626,529.2333
1092,296.2333
1294,151.1667
1833,43.2333
1834,4.2667
1835,104.7667
1837,5.1333
1838,5.5333
1839,6.2
1840,6.2
1841,4.3333
1842,5.4
314,372.2333
316,665.6
810,478.5667
1093,61.1
1094,252.4
1845,5.1
1849,48.9
1866,5.2
1871,3.8667
1878,5.6667
1879,5.9667
1880,6.6333
1295,43.4333
1296,62.1
1869,11.4333
69,1470.3333
811,159.8333
1095,7.0333
1717,34.9333
1731,78.1667
1821,5.0333
1823,6.0
1843,7.2333
1887,6.7333
1888,6.7333
1889,6.1667
1893,4.5333
312,685.3667
1170,59.1667
1755,124.6333
1097,668.9
1212,143.4333
1285,537.4333
178,365.9667
1927,3.9333
1928,102.3667
1935,5.9667
1936,575.7333
1937,318.4667
1938,5.4
1939,69.8667
1941,5.3
1942,97.8667
317,114.3
320,430.4667
328,808.2
330,844.0667
412,1201.4667
772,779.8667
1098,41.1667
1099,4.5667
20,4.1333
27,5.5
32,6.3667
186,8.4
273,6.2
286,5.4333
287,5.3
288,6.4667
77,5.4
1100,141.6
514,128.8
1101,4.0
1103,219.2667
740,100.4
1102,3.9
222,1777.1
341,819.4
342,1143.3667
1104,45.2
797,13.0
1105,3.8333
1106,29.8333
1107,4.6333
1108,87.4
295,629.8
1109,5.1
111,4.7667
112,6.5
1110,63.5667
1111,87.2
554,925.5
1112,165.3
434,625.2333
1113,363.1333
14,1343.3
15,761.5333
1534,215.8333
1535,375.4667
1542,145.1
1555,448.8333
1557,255.7333
1558,41.1
1559,313.7
1560,8.3
1586,87.7333
1594,4.8333
1595,46.2333
1596,12.4
1597,122.1667
1598,12.6667
1601,6.4667
1602,5.0667
1603,4.4
1605,16.0667
1606,4.5
1610,112.7333
1611,5.3333
1612,4.9333
1613,6.1
1614,5.2
1615,4.4
1616,4.4667
1617,5.6667
1618,4.7333
1619,5.3
1620,4.1
1621,4.8333
1622,14.3667
1623,51.1
1624,7.2667
1625,6.0
1626,5.0
1627,6.7667
1628,70.8
1629,5.0
1630,4.8333
1631,4.2333
1632,5.1333
1633,5.0667
259,1161.0
262,1107.3333
265,290.9
620,1258.6667
623,1421.4
624,191.8
628,629.1667
1114,581.8
1213,499.6333
1252,241.3
1254,247.8
1256,390.7
1281,181.3333
130,495.9
131,309.8667
132,888.2667
133,790.7333
137,816.1333
1576,129.5667
215,368.5333
238,993.5667
241,875.7333
2431,127.1
2447,70.6
2448,120.0
2452,259.9667
2453,289.0333
2454,308.6667
266,340.8667
324,628.4
325,688.5667
326,413.3667
68,641.9667
773,877.1
816,357.2667
1115,609.1333
242,423.8667
1116,95.2
1958,76.1667
373,1489.1667
1117,72.5
1118,4.2667
1119,75.7667
1733,8.2333
235,222.6
124,4.3333
1120,12.7333
369,796.6
433,437.0333
1121,5.6333
1122,3.3333
1123,4.9333
1124,29.0667
1132,4.3333
522,453.3
548,320.4
574,506.6333
59,1915.0333
806,130.5
1125,6.4
1130,5.3
1126,4.7667
1127,7.5667
1128,5.9667
1131,6.2
521,331.3667
1129,6.3667
114,4.5667
115,151.6
116,4.2333
117,4.2
118,187.5667
119,148.7
120,5.1
121,4.0667
122,163.0
123,192.5667
125,23.0333
127,154.3667
128,710.7667
129,207.9667
136,265.4
139,5.0333
57,1899.7333
88,6.1333
90,89.8
1133,99.9
1134,4.7667
1135,4.4
1136,5.6667
1137,6.0333
532,483.5667
1138,76.8667
1139,5.2333
443,698.8667
475,720.1
1140,39.7333
1141,3.9
1142,24.4
444,1141.8333
445,1028.3667
476,755.8
477,756.7667
1143,292.5333
534,417.3333
654,455.6
1144,5.1
1145,4.7667
1146,48.9333
483,1140.4333
1147,188.4
224,1385.8333
1148,250.7
478,557.2667
1149,172.5333
225,1004.7
480,585.7333
182,43.9
183,61.7
1150,117.5
607,143.8
1151,12.1
293,1468.7667
1152,137.3
1153,68.2
537,305.7
1154,246.0333
1157,111.3667
1193,7.4
1197,224.0
1957,232.8333
1960,124.0667
1996,88.1333
556,219.0667
609,406.8333
611,62.7333
630,622.6333
633,15.5
1155,5.2667
1156,4.1
1158,5.5333
1995,99.2
2009,4.2333
606,152.1
1159,5.6333
188,5.5333
1160,3.3667
294,249.4
1161,5.9667
1162,112.0
1163,7.0333
1164,5.9667
1165,4.4667
1166,3.0667
1167,6.3667
1168,5.2667
631,927.8
1169,145.4
1171,68.6333
1172,89.5
1173,39.7333
1293,165.6333
1716,102.8333
1724,73.3667
1725,145.0667
1726,15.8
1728,10.2667
1732,7.7
1735,44.2667
1737,58.2
1746,66.9
1748,162.9667
1756,16.1
1757,8.8667
1758,6.8667
1759,77.8333
1760,30.8667
1761,21.6333
1762,4.3667
1763,4.8
1764,12.6333
1765,7.5667
1766,44.9667
1767,37.2
1768,5.8667
1769,7.9
1770,21.0667
1771,5.3
1772,5.0333
2939,5.8
319,476.8
599,350.3333
1741,5.9333
1745,9.0333
1747,94.5667
1778,183.3
1779,16.5
1742,19.1
1749,6.1667
1775,52.6333
1776,131.5667
1787,5.3667
1803,3.7667
1801,4.9667
1174,3.3667
1175,82.9333
1176,77.1333
1177,86.9333
1178,4.5333
1179,4.9333
167,722.6
170,281.3
184,47.8667
195,118.7
196,52.4
197,5.6667
298,140.9
53,2219.6333
74,3.7333
1180,325.9333
1205,23.3333
551,378.0
552,504.9667
553,794.2
582,247.2
1181,4.6
1182,4.7333
1183,4.5
1184,224.9667
1185,4.0333
1186,17.6333
1187,3.1667
1188,124.2333
1189,3.9333
1191,61.4
1196,115.7667
1432,97.0667
1449,165.0
1450,41.5667
1451,80.9667
1465,7.1
1467,6.9
1468,56.0667
1469,8.1333
1470,4.1333
1472,8.5
1478,6.8
1484,4.1
1192,140.8667
1422,206.3333
1955,4.4333
1982,106.4
1998,120.0333
2015,6.6333
2024,42.4667
635,156.1
1194,239.9667
1984,42.6333
555,691.9667
1195,6.8333
1415,95.5333
1417,9.0
1452,36.1333
1453,6.2
1460,4.8
1466,7.3
