node,mean_size
0,464.1
1,497.06
101,454.24
103,453.46
120,280.76
146,324.96
148,291.52
166,539.6
17,539.6
177,454.34
178,452.84
18,486.08
215,528.76
218,497.14
221,486.34
222,495.68
223,496.64
226,507.92
238,411.82
248,336.98
250,389.96
266,335.74
268,432.74
283,539.6
297,315.14
309,443.14
313,302.52
316,465.4
368,486.14
377,539.6
380,432.78
459,496.0
498,539.6
5,539.6
560,518.4
581,398.62
6,539.6
64,539.6
65,528.94
73,389.84
734,270.74
74,519.12
88,400.76
106,539.6
121,539.6
127,326.06
128,539.6
142,529.46
147,474.0
155,539.6
187,539.6
189,496.38
199,465.3
21,539.6
224,289.86
225,378.94
232,517.76
254,518.7
255,507.02
280,528.64
284,486.96
310,378.3
317,302.18
351,518.3
450,507.42
495,529.32
52,315.26
537,431.82
548,421.98
549,539.6
568,410.68
616,130.9
641,347.06
726,336.34
82,539.6
84,539.6
85,411.16
979,151.3
10,486.38
105,539.6
11,518.24
13,539.6
133,539.6
134,346.26
143,475.46
160,539.6
173,517.84
20,484.86
25,421.54
256,539.6
260,272.12
271,507.06
282,539.6
300,517.74
306,464.18
324,303.48
325,356.02
326,454.18
327,399.4
329,529.24
339,496.34
340,539.6
36,455.34
366,528.88
400,444.3
405,539.6
409,539.6
434,539.6
44,539.6
508,411.62
509,464.02
535,195.14
564,344.42
638,323.7
69,476.2
728,249.64
777,324.66
86,539.6
89,518.74
96,539.6
971,517.86
100,388.62
102,312.86
107,539.6
117,291.8
124,433.0
125,347.18
185,239.5
262,312.78
301,539.6
323,421.3
353,367.56
354,226.52
371,539.6
404,518.08
424,539.6
429,454.82
494,528.66
51,495.72
592,292.8
618,151.72
62,539.6
640,237.88
662,269.8
687,141.22
708,217.32
768,153.0
820,539.6
92,389.16
935,87.58
937,140.36
97,292.8
98,313.42
99,355.68
1000,120.62
14,539.6
206,496.12
292,464.2
918,356.12
1001,172.1
193,314.32
194,474.58
2,539.6
3,539.6
4,528.58
803,237.28
826,346.14
832,355.88
990,269.62
1002,11.44
1003,12.18
258,496.88
1004,11.78
55,453.28
131,486.1
211,539.6
233,474.82
419,528.64
83,539.6
192,303.8
411,507.74
412,497.2
516,193.98
517,216.68
743,11.76
812,484.84
104,355.5
122,345.74
123,421.22
150,398.96
157,539.6
162,496.06
179,465.0
181,475.52
182,497.0
201,507.22
295,486.04
296,529.46
320,496.24
321,507.48
342,507.64
352,379.54
376,475.36
378,389.7
379,453.74
385,335.94
389,421.16
390,464.12
392,324.98
393,539.6
394,410.78
395,432.42
397,323.28
526,485.82
53,380.78
546,539.6
582,227.28
60,507.08
61,528.78
741,99.12
288,399.92
387,454.64
388,358.32
114,539.6
115,539.6
129,539.6
145,506.64
152,506.84
153,486.02
154,496.0
158,452.44
159,389.2
16,496.14
161,465.22
163,486.0
165,528.76
169,529.02
170,528.76
180,518.34
183,539.6
184,528.68
190,433.12
203,519.08
210,539.6
212,539.6
236,507.74
242,343.94
243,454.32
249,539.6
252,539.6
269,507.04
28,539.6
281,496.98
285,507.4
303,529.2
314,463.46
333,539.6
346,433.12
347,356.52
355,497.04
357,486.1
358,454.5
360,335.4
362,539.6
363,464.58
367,518.4
375,519.1
384,302.86
41,528.76
42,507.78
420,539.6
422,497.74
427,486.74
431,335.28
441,475.16
453,452.84
473,539.6
474,507.74
478,432.06
48,486.16
489,410.9
492,389.8
493,539.6
506,495.68
518,518.1
533,539.6
543,475.8
544,369.42
550,443.08
569,411.36
58,539.6
589,378.2
601,410.62
607,390.82
612,486.2
654,453.36
667,453.58
747,454.12
748,463.96
77,401.08
771,195.68
80,517.84
81,539.6
856,519.24
859,539.6
87,539.6
914,228.26
113,518.24
132,539.6
188,454.02
230,388.34
253,464.04
259,325.04
278,539.6
279,163.76
287,334.96
290,496.96
298,258.66
311,390.38
356,463.84
365,539.6
372,368.56
373,485.9
454,250.04
46,507.78
462,399.08
467,388.16
480,486.02
486,528.72
490,432.5
519,303.38
531,496.46
551,292.34
614,54.86
615,539.6
642,311.58
671,464.5
68,508.02
